,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,2.3747692172971013,16000.241666666669,17.75091958630376,-0.6165516077087358,-0.2294501592076021,-0.0407166148654282,-0.1721765005861654,-0.0261809403882671,0.001594347523511,0.0066332103684479,-0.0721559955952363,0.0837681212188449,-0.0177757465982344,0.0755118585909099,103.5,0.25,32.08833694458008,0.0083639305084943,1.8752436795052776e-06,3.1334032301603275e-05,1.0,2.896987712503984e-07,43.11639130517966,0.0
1,2.6277394740601245,20101.241666666665,17.75840340077855,-0.6308071559592906,-0.2213816098492816,-0.0449967420121454,-0.1747652872135098,-0.0317882176167793,0.0086620971768972,0.0071096882889633,-0.0673227106760711,0.0759441589407612,-0.0154745970537436,0.0739630085566359,104.5,0.25,32.168338775634766,0.0091640502214431,2.363147725743713e-06,2.9073952943727594e-05,2.0,2.534975802333641e-07,26.03135286606456,0.0
2,2.6247245886345985,16000.25,17.772004734700705,-0.6547423698709889,-0.2221287087203264,-0.0375323934621333,-0.1871430695187663,-0.0196816769043393,0.0168663498119546,-0.0093349288679487,-0.0676644893627156,0.0816285884946612,-0.0117443299011009,0.0628427829881737,105.0,0.0,32.2691650390625,0.0129661280661821,1.6642218825095183e-06,2.7258494022231325e-05,2.0,2.449335458546908e-07,33.899615545841144,0.0
3,2.5715092815579887,16000.25,17.759185815636343,-0.6565228897374468,-0.2235743701077405,-0.0257156933428948,-0.2010098101697895,0.007239143639118,-0.0038295952732104,-0.013250273377203,-0.0440210551354014,0.0600326856187305,-0.0053622532897841,0.0522712004664721,105.0,0.0,32.33916473388672,0.0107160462066531,7.60009491709131e-07,2.004254223392251e-05,1.0,6.490620054532546e-08,32.1039595356195,0.0
4,2.6456402275633177,16000.25,17.68221385136402,-0.5772200226328005,-0.2309638222603098,-0.0300204253071384,-0.1942322479594655,0.0112190951290274,-0.0275473506746649,-0.0012290776649755,-0.0348070970832413,0.0582412927189976,-0.013032071510579,0.0674291713950001,104.5,0.25,32.364166259765625,0.0111326714977622,8.355424601098069e-07,7.51853501768244e-06,5.0,8.723390701769317e-08,23.585621894021426,0.0
5,2.716470660138354,16000.25,17.701753994944543,-0.6133601313288237,-0.2087627609404865,-0.0393013833353778,-0.1761865715161893,-0.0028282473513602,-0.0134492736841154,-0.0083656488052825,-0.0423937076983196,0.0640039056621944,-0.0108482176748072,0.0690175070685369,103.5,0.25,32.38666534423828,0.0099888946861028,1.3032153150230777e-06,1.8662308211251543e-05,4.5,1.0665768003093493e-07,17.155331950053434,0.0
6,2.743874729179033,16000.25,17.633443714569875,-0.5529885724332452,-0.2154604664284415,-0.0330100466789998,-0.17207071852352,-0.0051606786260059,-0.0248284852642322,0.0021350939097703,-0.0376320220747113,0.0604381523798641,-0.017064427354972,0.0747524869853851,102.5,0.25,32.415828704833984,0.0074992543086409,1.6086207598295402e-06,2.664507090494881e-05,2.0,2.0629982191929208e-07,29.000072120201004,0.0
7,2.568101959025789,16000.25,17.708195604084498,-0.6478677211881576,-0.1940138810866719,-0.045254489534097,-0.1784843951443616,-0.0016008367917714,0.006120792557771,-0.0251427310990888,-0.0165582718522032,0.0467904778310249,-0.0222216988821285,0.0639102654230314,101.25,0.6875,32.45249938964844,0.0058269696310162,1.638101209527938e-06,2.410631339677693e-05,1.0,2.556268912969227e-07,41.44143143209729,0.0
8,2.6124888672646693,20101.241666666665,17.69915198899752,-0.6365619020570268,-0.2033083311044659,-0.0378007015297724,-0.1794312992893508,-0.0110506090122805,0.013414887823002,-0.0222031729575565,-0.0218916665919862,0.047271685064701,-0.0168726267781592,0.053928596187114,100.0,0.5,32.47833251953125,0.0058637629263103,1.6005885439347513e-06,3.0164614517560262e-05,4.0,1.4748010132565705e-07,19.04378677635732,0.0
9,2.644402563201228,20101.241666666665,17.696942457698253,-0.6399324956556578,-0.2033127524645433,-0.0314481487503004,-0.1957488343342535,0.0052687712972427,0.0093843967518138,-0.0213771053196712,-0.0278417657667724,0.0464657650201687,-0.0142196710004772,0.0568441220500508,98.25,1.6875,32.50166702270508,0.0043304678983986,3.574139550131229e-06,5.132388324858524e-05,1.5,6.555116210221804e-07,41.47485337752647,0.0
10,2.626909113514809,16000.25,17.697202730772112,-0.6371698045535499,-0.2033778169988102,-0.0350098739395417,-0.1871223102793227,0.0058574013656103,0.003267085900861,-0.0200339110294329,-0.0292624619371537,0.0472643369910962,-0.0157673399090491,0.0640898936577021,96.5,0.25,32.50083541870117,0.0042492202483117,2.331894169131909e-06,3.996264914815635e-05,1.5,2.579153399370124e-07,22.47628367989168,0.0
11,2.685738659169934,16000.25,17.684799748763226,-0.6160836553273359,-0.1998780318387419,-0.0401271409720739,-0.1754790036300182,-0.0014138604799087,-0.005115404374889,-0.0183428370779223,-0.0215877024615713,0.0407781185414322,-0.0146818818891192,0.0745227550289255,95.5,0.25,32.51750183105469,0.005276977084577,1.610375031853483e-06,1.843641334413272e-05,3.0,3.222851824266527e-07,41.41702352002425,0.0
